id;from;to;distance
472055;452953;470104;1591
273556;376182;393738;1856
397446;150219;460211;1252
484216;336571;216386;1983
183198;470476;352624;1579
347998;284762;339818;521
454244;346464;329325;1940
412114;396599;399880;524
162657;345910;142520;2429
194738;451805;179378;1088
280588;105314;186176;682
318539;169833;158362;1557
325962;315549;444260;2319
145559;165970;396599;1906
223851;174344;214009;2131
309669;321352;337962;1365
378208;257195;141103;1602
135602;382519;224934;1454
498994;115614;274958;2015
227762;308414;137062;2165
280386;409572;218866;1089
281598;485185;387011;1624
271141;178029;332813;2500
344347;115614;356690;1084
327273;165970;299224;1204
160682;332813;281725;1140
116430;336571;165156;973
194924;197112;289525;783
351102;448430;377085;1064
375512;214009;298180;1861
320987;281431;275076;1401
480309;145212;275076;1310
420358;482442;368113;492
198023;105314;133522;504
216654;169408;489060;1530
354461;241659;348316;242
260879;457801;274909;1431
413599;268222;340502;487
479520;450603;168558;1500
273421;349277;241659;1114
170432;474723;406846;1311
315037;449221;249456;245
488224;265210;329462;1934
232524;231871;268222;1198
192343;322271;259376;280
309749;371823;435581;1117
399425;216859;485185;466
169864;146844;339818;2209
182867;133522;449748;612
232738;340502;387528;2305
490123;413598;197112;1402
293986;226151;190608;431
192185;289645;357348;1322
387880;399261;470604;496
447190;329325;382519;1608
196577;145212;294441;1999
421156;469137;140436;549
207765;448430;356690;2126
451801;232348;115614;823
462753;174561;284762;2258
389322;165156;372410;2467
148513;492298;343596;2260
170179;231871;287604;1960
387032;356690;146388;2401
318195;492298;133522;2493
219088;136901;233544;1778
214166;329325;308414;1544
393451;204560;240972;1442
398686;421353;132614;1526
283190;205294;302719;261
432892;167665;146388;1183
410651;335529;367976;2164
259469;288262;220047;2030
355961;439626;372410;1955
221690;378667;397022;2096
269669;178029;337529;1783
253923;143210;445725;1995
366307;103480;449221;483
271618;308414;337962;2328
401887;164180;415427;1019
362934;368113;356690;1413
462878;401118;399261;1230
281437;381433;233247;996
450833;279392;343669;1274
450375;428282;191426;623
287018;482442;339818;219
464072;410434;178335;1766
458324;214009;178874;1221
160013;482442;388394;597
157984;329462;311616;770
140245;103716;294784;2351
123621;100752;390814;1105
251228;143273;179793;423
391909;240236;340502;1941
414382;168558;150219;676
446917;105314;106079;2431
494273;335529;359361;1305
345525;439626;374397;1522
499723;435486;414668;639
314125;182216;240972;489
177664;221807;448837;2213
109245;322697;381433;1276
195027;387263;421353;458
488885;274958;116188;353
406334;317122;328917;2363
166252;243091;435258;1582
124241;143210;231402;2493
323042;327694;484611;2326
315191;133522;294784;1734
466745;464757;167665;2181
474623;143273;284452;542
278069;218866;388394;2076
172863;464757;274958;1566
424056;289525;469137;729
181261;178874;164180;987
159110;329560;223274;2417
299629;452953;430998;2079
420331;387528;399880;926
410655;251582;244331;1646
212973;286486;294784;1592
331744;360908;480808;1131
266548;491318;489060;1574
204105;381433;439626;1068
220087;367976;429803;1026
402471;186176;232526;832
486693;321352;448430;2107
222092;374397;146844;407
305726;433631;480808;408
112262;444260;484057;1272
202629;231836;329560;1653
189101;371823;369522;1901
344729;103798;286486;1153
219602;213003;360677;1988
131720;473809;154298;1102
272871;368113;265210;1630
336995;335529;103716;2008
476942;311616;221807;1084
257934;357650;266058;1945
255559;248074;246903;347
285218;311437;382519;2291
146568;348775;371823;1513
371630;385710;178874;525
121352;174344;321352;466
310638;449221;213003;1685
401752;103480;112286;397
163034;274958;322271;2264
251057;233544;110225;589
341124;335529;432546;2058
411951;259376;474723;441
463301;165970;179793;724
458117;191426;169651;1941
443356;428282;223274;2311
210330;133522;387011;2015
347244;232348;103480;2223
107099;372410;279392;1176
371073;388394;284521;1069
205705;371823;470120;2089
421393;482442;311616;1923
299018;373749;135701;2195
354505;284762;429803;584
309055;240236;167665;2500
287501;368113;399880;2037
105459;135701;492298;646
252827;115614;231836;1213
432045;400530;433631;244
151594;457801;367976;737
350982;174344;387011;459
171721;383633;205294;727
441566;198160;214009;2353
357292;232526;289645;2494
378712;210592;268222;2029
379164;381433;449748;319
473068;244331;271717;878
192902;307452;462727;1367
306744;297022;168558;1741
280227;142520;135701;1359
112627;241659;115614;747
280649;470604;457801;2180
131662;343669;163419;1695
275027;169833;259376;1586
411058;329462;345908;596
146075;174561;284521;947
211084;116188;284452;1236
210342;486570;322271;2265
305367;447085;249456;1795
123477;244171;430998;1261
140357;330457;289525;532
153741;218866;231871;1211
104403;430998;430998;1882
111606;100752;378667;1067
277628;231402;381433;660
282777;380545;398493;973
288714;143210;386283;1035
181958;493539;251487;2149
262098;178335;233039;202
127373;199446;396599;1904
185488;473809;115966;1206
194288;345910;478791;330
296048;439626;191426;2406
409465;112286;257195;838
311976;387648;339818;1989
360335;357348;210592;1435
155141;268222;191426;1596
310256;433631;311437;1028
211429;429803;188425;1484
353149;359361;223478;2393
221923;150325;436715;1031
245390;356690;116188;231
175404;404361;241659;346
409580;106079;178335;770
475280;213003;153170;377
373623;164180;146033;1905
189671;360677;108354;1264
234676;399880;308414;2407
424145;251582;348316;1822
311364;211785;449221;2102
313235;398493;428282;1308
193424;460211;486570;2161
346858;489060;448837;2082
453498;281431;136901;867
319349;120646;130986;2310
270653;385016;339818;2120
491092;360677;178029;1919
318404;376182;346464;2452
462352;397022;441397;2330
415995;133522;268222;2295
291421;169408;284521;1815
217238;387011;345910;1236
119070;198160;432546;1292
442815;470104;274958;1934
479706;233544;204560;2159
119063;381433;143273;822
421451;246543;146033;286
124098;418477;480808;1973
200862;140436;215377;2414
372700;146033;360708;862
160754;133522;240516;282
112671;383633;311437;542
115423;110225;265210;857
387448;197318;432546;412
259113;445442;112286;824
264881;216859;474723;2262
461319;186176;233039;1770
248069;238547;387648;706
408034;382519;154298;387
227534;357650;133522;679
136450;243091;317122;535
211024;433631;362503;2448
189149;445442;433631;2386
173189;486708;470104;1011
239420;449748;190608;746
438849;191426;451805;1270
358651;474452;482442;375
458181;346464;357348;738
229025;360677;164180;413
306197;470604;218866;585
488263;485185;136419;1025
153423;224699;221807;1255
431424;462727;106079;1080
294577;445725;136901;2381
401467;294784;451805;1208
476026;197318;132614;249
238340;215377;249456;1331
477372;451805;357650;1106
444389;356690;414668;2259
435308;318177;368113;458
356447;489060;371823;1723
411690;478791;382519;2267
440489;449969;136901;2185
459871;274958;357348;1514
306179;105314;398493;2432
181998;416123;294441;1840
286459;496987;218866;765
296548;489060;223478;1024
476941;421353;143210;881
415896;387011;298180;504
300869;272604;474452;2403
366947;271717;231836;2404
291347;121422;142520;917
110779;340540;281431;980
229549;386283;373749;1229
425701;224934;205294;1500
274964;496987;231836;1600
217140;468410;372410;1024
419447;115614;448430;346
499334;311616;248074;561
228182;169911;346464;1918
333194;360218;231402;999
443070;385710;367976;703
465716;345910;103480;1932
139641;281431;233544;2183
496684;283605;191426;926
472927;470120;211785;1235
429518;343596;254157;1963
469455;343383;432546;2102
275727;368113;445725;537
410215;318177;233952;1241
236205;281431;244331;1914
440215;357974;145212;2425
165992;447085;362503;2232
425897;223478;154298;875
194416;369522;214009;481
368164;374397;414668;1241
329524;348316;257195;2196
282812;145212;307452;2205
352461;360677;356690;2475
149674;226151;221807;2136
483829;239548;451805;1854
320254;179793;409572;258
361227;474723;165970;1208
201299;362503;197112;2462
416306;156352;336571;463
425801;233458;110225;1164
435718;214676;414668;1422
392384;478791;274909;2287
317154;248074;224699;2291
392663;213003;332813;1887
386161;179378;329325;2142
266200;445442;457801;924
302112;413598;271717;2184
212071;337962;135701;1845
447247;477213;150219;620
372275;233544;484611;2190
356089;359361;100752;1998
452411;198398;283105;1835
492783;271717;493539;897
476116;178874;167665;774
386830;329560;451805;294
362920;244331;321352;1730
307054;150219;469137;2289
277814;146705;133522;457
404024;115966;233039;557
240471;209477;143210;1063
468781;390814;474452;1817
176698;359361;460211;569
489370;230277;240972;2146
125662;146388;368113;2201
441900;469137;299224;1493
184738;492298;265210;2085
119079;265210;436715;1865
116387;385710;207987;219
389271;311616;477213;2392
155531;214676;233039;2471
296194;271717;294441;1142
297506;143273;159389;263
184975;146388;106079;1677
210068;233952;489060;945
492871;268222;343669;739
374029;265210;386283;2214
467256;233952;275076;2148
214717;163419;137062;721
278698;150219;154298;592
397349;230277;378667;1010
429188;224934;413598;2269
382999;116188;401118;1883
216888;249456;204560;2439
350019;330457;169651;403
249868;435486;178335;2256
229430;387648;348316;1314
454897;374397;368113;1736
458504;429803;164180;377
268763;435486;272604;2039
150956;435486;157937;2322
411657;145212;233544;2241
460234;169651;108354;2268
215314;449221;311437;1906
306823;272604;159389;1384
143120;209477;288262;1699
279194;135701;473809;1376
414085;445442;169833;1481
466197;210592;377085;1075
114650;378667;398493;2012
305088;280062;401118;945
150595;377085;266058;542
474749;224934;447085;2183
410298;141103;377085;1233
102898;470120;275076;1628
475355;190608;231836;1021
417455;220047;213003;660
238356;150325;387011;2128
209580;198160;463768;465
346987;449221;345908;804
347606;297022;362503;1523
480359;178029;240972;501
184961;198160;327694;1870
154764;364083;268222;1057
447590;146844;387648;2286
463578;186176;339818;2318
421088;401118;352624;1662
474441;307452;165156;1134
105767;163419;479433;1601
380479;210592;421353;1589
241287;357348;322697;297
370719;364057;478791;2378
227721;146388;337962;1414
402162;380545;343383;1312
262827;465902;145212;1967
224544;387528;327694;1703
164803;165970;359361;1615
181509;271717;302719;1502
115155;399880;385016;681
229752;349277;470476;1638
464060;464757;249456;1116
143620;232348;317122;2187
443827;169911;198398;359
128179;220047;378667;1788
451821;232348;491318;2442
484617;249456;198398;1043
432270;386283;179378;1290
259699;231836;317122;1102
199239;343383;464757;1409
263007;103480;493539;1459
256104;343669;457801;925
350047;190608;369522;509
140652;451805;157937;2111
141478;340502;362503;741
114065;294784;329462;2031
450508;374397;367976;1299
428095;328917;415427;2313
196862;246543;429803;1146
336394;214676;345908;609
140913;444270;207987;1280
395001;332813;210592;1448
115113;315549;178029;1902
298990;244331;188425;1083
323789;343596;430998;2114
198370;215377;404361;2419
348994;485185;376003;1224
286565;214676;381433;293
378031;357650;238547;676
428568;380545;343669;1481
116581;146844;190608;1146
280860;468410;460211;321
320999;215377;281725;1921
485491;199922;329560;2221
301531;378667;496987;1560
377953;349277;387528;1142
443064;106079;150325;2001
202272;452953;318177;1230
250814;223478;274909;1593
388626;169651;429583;1518
133726;449969;141103;699
314706;103798;146844;2071
388983;233039;191426;1977
117670;337962;311437;489
114510;452953;410434;1878
294118;317122;315549;818
498089;188425;283605;2122
473534;445725;382519;2058
194031;280062;266058;2372
300627;360677;470604;1572
117014;329462;248074;2389
360899;364083;146033;566
268525;156352;433631;1345
428213;232526;332813;1676
368794;156352;330232;2254
397747;345910;369522;2124
476068;372410;232348;2495
169225;198160;330232;343
107970;478791;205294;1989
284747;182216;108841;1836
190246;233247;223478;1420
496005;359361;360908;2118
253131;328917;444270;1751
176389;474452;143273;1342
492176;103480;105314;564
412027;156669;447085;1594
383183;105314;479433;1718
437038;168558;233952;1364
244309;381433;393738;483
215696;213003;432546;1670
148626;269815;165156;1420
365649;137062;400530;1596
227840;433631;271717;295
456146;244171;473809;2327
470154;317122;269815;1399
353596;330232;357650;1907
420490;198398;154298;1206
259430;271717;244171;1160
305276;283605;142520;838
235116;283605;156669;2045
287698;387528;245402;926
298729;414668;204560;1196
349226;329325;141103;2058
164280;457801;156352;2259
160457;174561;197318;1277
200989;214009;388394;1130
458198;410434;449221;1828
410712;231836;433631;428
365732;167665;159389;1737
124634;465902;415427;1572
129257;214009;435581;2298
258430;211785;329325;716
262600;373749;367976;800
194661;289645;115614;311
130818;343596;233458;934
233665;212417;106079;1225
467530;470120;179793;2309
418168;327694;311616;1215
283796;435581;343669;1633
349046;220047;485185;2163
323138;357348;165156;233
138738;343669;120646;808
429734;387263;436715;2079
484992;345910;477213;222
204748;223478;360677;2346
274590;357348;415427;964
329090;120646;249456;2475
249590;404361;159389;737
312503;357348;115614;474
336365;400530;433631;1876
283859;165156;137062;1143
127748;274958;479433;636
280031;435581;281431;1810
157209;448837;284452;1070
146028;246903;174344;2451
439002;486708;224699;1376
167521;289645;224934;1832
375357;120646;178874;2157
378949;150219;150219;687
475262;356690;283105;1274
163651;432546;233039;1104
436315;335529;322271;1391
485702;386283;224699;1380
321519;404361;374397;2196
376275;383633;470120;520
158512;266058;343383;2140
198182;133522;266058;1348
156325;435581;449969;2494
100890;460211;362503;1748
113276;270979;146388;1894
258815;233952;318177;1958
490150;451805;364057;1756
269941;491318;115614;1905
271757;210592;233952;1701
230894;321352;470604;2482
155025;168558;463768;2340
497124;385016;317122;928
402870;348775;223274;1080
165922;330457;357650;859
116602;164180;337529;1731
267154;470104;148080;345
412136;243091;322271;321
166219;376182;348775;1271
388674;199446;449748;386
237444;214676;223478;2185
441986;473809;359361;215
230103;410434;249456;1719
137399;178874;486708;1934
455670;243091;110225;1608
433842;484057;315549;1104
296985;307452;231402;1965
276879;478791;448430;876
247317;397022;231836;1878
459411;474452;398493;1221
274335;146844;120646;1028
470209;216386;283605;1772
242380;496987;464757;1580
483077;401118;188425;298
203368;216859;150219;2000
400897;288262;360908;718
367770;340540;207987;2034
471927;352624;485185;423
353809;115966;143273;969
201187;335529;472445;357
467956;464757;470476;1989
257303;369522;369522;578
229692;213003;284452;1849
143285;349277;158362;819
475896;283605;346464;1910
347407;148080;489060;1215
282769;215377;418477;2453
194392;178335;245402;614
490781;328917;167665;751
355200;322697;367976;1943
316034;428282;136901;2215
316344;156669;223478;1455
331654;388394;289645;2130
254094;244331;448837;466
352144;112286;169408;1567
477114;387011;360908;627
327398;211785;214009;1133
263519;387011;246543;1892
230963;142520;115614;802
127944;265210;266058;2233
233637;274909;232348;2345
242675;266058;409572;913
333129;284521;299224;235
478126;279392;233544;2347
347025;257195;322697;557
437575;191426;245402;728
405723;465902;266058;1463
266587;116188;199446;1143
304002;244331;404361;1237
366545;448837;159389;382
191031;449221;148080;667
180187;451805;178029;1144
329200;132614;207987;2281
460835;373749;259376;2476
462112;270979;197112;1661
336772;340540;251582;1274
342105;489060;387528;2215
117159;376182;143210;682
212372;230277;220047;301
479878;143210;287604;2398
157497;130986;486570;2016
195645;449748;343669;1852
270111;169833;159389;1801
402388;410434;339818;374
141759;231871;348316;401
246785;110225;233952;780
339809;343383;146033;1098
256810;435486;244171;1352
174940;376003;210592;890
440903;398493;378667;621
405943;492298;368113;2108
229804;315549;409572;1872
154384;435258;133522;1590
197108;357348;289645;1490
496534;472445;165970;810
174377;136419;179378;882
340198;493539;435258;1113
245696;244331;457801;2353
332123;400530;371823;855
375154;106079;496987;2213
330639;233952;470120;1209
361200;115966;165970;1255
111512;288262;357974;2030
319107;115614;274958;1844
104673;298180;103798;1973
499156;165970;169408;1507
158743;478791;233458;2293
178074;399880;209477;1995
314573;444270;474452;222
408046;115966;232348;248
307546;141103;164180;1717
102223;469137;480808;2274
179875;480808;413598;2458
281819;449748;135701;1069
455991;357974;398493;1761
221024;298180;480808;1140
371306;148080;141103;2005
441369;178029;387648;1977
232169;174561;251582;916
345418;357348;469137;714
142063;449969;491318;944
376714;374397;406846;1713
421189;413598;418477;406
121802;485185;216386;861
127593;288262;146388;653
309031;377085;143210;1905
131562;156669;414668;2236
404522;484057;233458;2440
429484;462727;410392;1191
353223;421353;108354;2421
456025;133522;103798;1828
228021;369522;213003;1099
253445;493539;158362;2484
378729;470104;218866;2331
357697;212417;167665;1269
343665;174561;174561;942
407098;376182;340540;1589
244045;343383;266058;957
285402;435486;470476;2443
326187;398493;244171;1505
348244;140436;472445;1573
133848;140436;343596;1500
170296;480808;241659;1170
314775;116188;448837;531
213448;168558;231836;2334
350765;245402;429583;1402
294195;430998;154298;1195
499941;337962;283605;1102
384344;357102;233544;2160
343074;362503;268222;779
322385;274909;158362;1096
438328;254157;246903;2124
232856;362503;302719;2004
101709;330232;165156;1703
317799;232526;223478;1871
118449;357348;399261;674
323482;462727;485185;1282
147875;112286;367976;2377
174485;213003;159389;364
187721;159389;211785;1440
398194;209477;214676;1148
349458;143210;135701;1574
117799;157937;213003;1110
483227;150325;143273;1365
280251;372410;445442;1170
456941;401118;348775;508
466614;397022;362503;691
431144;108354;470120;2239
320565;335529;472445;653
345186;343596;168558;248
439907;348316;362503;1198
100710;251582;329462;612
136125;221807;357650;435
192928;447085;233039;680
155991;294441;321352;914
382483;284452;243091;1350
126673;288262;289525;1615
385449;484611;441397;224
213518;441397;345908;2292
425309;337962;156669;644
369928;143273;404361;2442
239474;357650;274958;1818
397804;246543;335529;768
264454;112286;216859;2116
305679;284762;462727;800
385983;470104;470476;2457
201719;470104;141103;2180
498732;329462;492298;2137
297129;214676;428282;1890
146636;168558;240972;1625
443585;397022;159389;1509
450942;432546;150325;425
387047;445442;164180;2113
337116;254157;164180;2321
244676;156352;308414;1567
421252;380545;348316;707
206312;377085;470104;1084
455033;239548;357650;466
131612;146844;387011;249
195028;406846;199446;730
363240;213003;191426;2185
134159;289525;336571;2283
191588;465902;415427;460
168181;153170;430998;1772
299706;457801;281431;2273
470275;489060;106079;2273
453259;376182;156352;2481
248484;413598;390814;2098
438631;110225;289525;647
349398;232526;146844;1918
109861;397022;449221;541
280314;410434;297022;1258
465484;283105;485185;274
438472;470476;464757;1491
232415;360708;286486;1757
194536;231836;311437;1312
363949;199446;233544;207
458610;231836;470604;1404
230133;448430;470104;1992
231718;190608;233544;1482
435289;197318;357650;1561
247967;174344;259376;2316
437693;322697;205294;656
449172;496987;158362;1233
380685;103716;240236;1617
401156;146388;179378;1930
290636;179378;418477;1270
261938;209477;190608;2307
186395;241659;197318;1561
105637;298180;348775;1171
347734;167665;241659;767
207861;337529;179793;1506
212614;307452;493539;2368
331526;105314;448430;1343
112050;257195;352624;774
187840;322697;413598;352
281837;199446;462727;1389
382675;345910;462727;1870
165595;321352;315549;1442
491032;108841;158362;2432
288766;112286;435258;1059
335366;159389;311616;1524
106664;164180;421353;1552
203448;186176;430998;2455
379123;373749;216859;1794
206514;330457;132614;637
331459;489060;449969;1861
485908;221807;240516;283
161388;386283;493539;509
338635;335529;489060;671
178639;360677;212417;1140
409754;477213;226151;1203
362804;385710;145212;1793
308076;223274;496987;1983
274668;246903;213003;1133
401529;248074;110225;1112
402096;233247;399261;1332
229457;468410;207987;359
305635;465902;464757;1951
232654;390814;272604;585
159270;150219;287604;2241
322620;360908;108841;873
355225;140436;167665;1276
270393;308414;241659;1743
241549;156669;141103;330
105827;364083;432546;1105
416198;401118;269815;465
201417;398493;435258;743
380008;146705;421353;1078
496982;115966;271717;1121
442627;357650;204560;1785
377931;465902;214676;607
364707;397022;142520;1330
169818;233247;470604;1155
144568;298180;474723;997
114720;465902;472445;1805
310637;209477;429803;771
214169;360708;364057;246
238758;441397;311616;706
355772;284521;197318;1237
261226;445442;362503;2106
184142;136419;372410;808
194502;178029;182216;428
432719;163419;474723;348
489663;268222;377085;795
470095;464757;214009;2140
271106;169651;462727;2413
232227;433631;141103;901
251924;321352;251582;1747
245388;112286;482442;1511
241680;156352;158362;2270
456877;257195;137062;1910
342094;169651;174344;1801
234799;339818;158362;535
451011;220047;287604;1157
480998;198398;374397;421
270662;244331;435258;1122
456349;244331;421353;540
424852;406846;364083;1736
138493;165156;165970;1382
171781;332813;163419;1517
329291;289645;397022;2445
198058;373749;110225;2393
436565;376182;100752;1303
255495;362503;387011;807
157969;399261;302719;1545
346013;179378;480808;822
176659;486708;360677;1780
120604;231836;337529;2338
360431;233039;121422;1279
338003;257195;473809;1028
485024;469137;307452;847
251641;244171;343669;646
133717;281431;165156;2407
327132;470104;337962;1039
174251;179793;418477;2013
406566;329560;135701;1901
198077;486570;472445;1245
342069;143210;212417;2302
441146;154298;231836;1875
327313;130986;329560;1151
443532;274909;399261;1199
363351;348316;415427;721
415657;470476;289525;863
444302;337962;329325;400
300267;108841;233039;2398
479377;356690;479433;220
495922;484057;468410;2180
285384;153170;146705;1974
408312;269815;103480;1800
422879;246903;281431;1639
222811;371823;221807;1960
411326;244171;288262;662
470233;212417;400530;1531
336619;150219;409572;1244
226759;120646;322271;1916
259712;329560;486570;1778
136344;199922;135701;212
482864;387263;317122;2301
293110;435258;322271;1384
164274;311437;463768;237
386978;169833;409572;1500
236600;369522;169408;2252
187269;284762;444270;1441
397017;182216;308414;1534
383489;470604;294441;1827
315388;337529;360218;2074
429967;367976;116188;710
227599;103716;340540;973
168654;322271;449748;1913
412776;156669;165156;1611
413974;108841;489060;2264
367528;387528;224934;1466
311111;416123;224699;2262
465148;231836;233458;810
289159;232348;360218;2238
303371;470104;159389;2126
275620;444260;233952;2070
297129;145212;214676;301
330092;233458;143210;2476
185511;210592;212417;513
192431;364057;233544;552
336763;178874;135701;239
152777;465902;376003;1537
228161;215377;349277;1837
346326;289525;280062;229
217074;214676;169833;1862
239472;226151;188425;696
360998;223478;435258;547
242674;428282;281431;1543
355182;360677;205294;1082
482457;145212;315549;2281
112556;136901;197112;1957
471290;436715;376003;1000
373981;270979;360708;2244
391769;248074;274958;2061
297655;444270;480808;1566
101345;430998;397022;1690
372461;150325;385016;636
484294;357974;231871;780
225794;115966;115966;2101
294225;470120;352624;662
274590;380545;373749;1273
163849;462727;330232;247
196128;270979;280062;1129
131671;150325;108841;406
100136;386283;360218;1799
444834;382519;272604;1702
490236;275076;390814;2025
266769;387263;174344;2442
369196;169833;385710;2249
210083;372410;364083;237
384646;246543;100752;2391
287670;168558;356690;1616
383399;346464;327694;935
414717;340502;232348;1075
203312;299224;135701;1025
189916;357102;169911;574
316280;413598;284521;269
116570;322271;336571;250
379387;448430;244331;1946
334494;294784;359361;1711
377659;133522;470120;2273
188553;416123;387528;2336
132170;169833;238547;1587
348075;223478;357102;2442
325181;349277;164180;1270
352193;474723;421353;1885
394134;214009;159389;1806
236952;136901;241659;1905
242358;179793;274909;1668
201549;288262;418477;676
499188;165970;360908;1731
371092;445442;190608;958
498886;406846;157937;932
498662;332813;167665;1370
351234;153170;178335;221
246878;400530;223478;1439
249753;357348;383633;1308
122980;357102;254157;597
222161;164180;369522;1892
471635;240972;150325;1416
492953;153170;486708;1405
286473;266058;409572;1801
320793;387011;421353;429
357497;120646;191426;821
134094;248074;257195;1971
361769;233247;197112;2048
419763;374397;493539;1426
201230;357650;232348;518
306763;245402;410434;2316
389787;436715;154298;315
497562;470476;436715;1092
400594;371823;390814;1744
266588;169911;432546;2306
442699;329325;364057;790
316035;474723;223274;537
414886;364083;357650;1103
203438;199922;279392;2066
152806;223274;110225;465
470204;406846;357102;2343
479560;345910;274958;376
349593;221807;231836;979
334012;470476;302719;606
374803;251487;163419;2313
169078;429803;337529;1723
271529;444260;339818;518
213050;197112;146844;931
387732;191426;244331;483
254127;399880;330457;1406
405841;141103;348316;209
108449;240972;231871;2020
473875;245402;356690;1160
478862;492298;108841;1889
424173;273333;364083;738
207457;233952;470104;1507
454013;268222;143273;2176
246317;207987;154298;2002
109282;108354;112286;2116
404992;337529;294441;1341
166596;227597;298180;2055
463712;401118;429583;1538
492481;233247;328917;598
458868;103798;178335;1854
296729;165970;398493;2069
111525;302719;367976;722
441302;410392;444270;1234
404481;360218;284762;1796
222009;211785;137062;2084
169964;336571;231871;1271
209047;337962;298180;2030
429620;449221;386283;2016
144250;357348;218866;1395
274135;404361;449969;663
233558;429583;251582;2160
263716;221807;444260;2392
293895;199922;214676;1270
229925;478791;337962;2045
214731;226151;254157;1059
227582;287604;318177;732
404423;322271;231836;518
286703;470476;103798;1063
461860;269815;156669;1919
355284;343669;159389;459
360241;435258;470104;815
202044;441397;115614;1033
288111;233952;496987;2201
323241;112286;311616;318
374577;380545;136419;1574
171739;169833;382519;779
270551;120646;210592;1121
298804;279392;336571;1884
111304;289645;387263;316
159521;246903;378667;1085
393257;451805;468410;529
295879;388394;135701;302
415234;289645;241659;448
459458;130986;231836;1476
194213;165970;329325;774
136177;382519;169408;859
460539;274958;141103;736
446737;279392;463768;2348
218268;167665;302719;1974
175810;372410;376182;1008
266893;330457;369522;961
393498;429583;288262;1377
325610;449221;251487;1916
311469;416123;223478;2090
161197;259376;401118;1436
428163;289525;215377;2040
222442;374397;188425;386
307189;385710;387648;322
448874;274958;224699;1753
447894;452953;259376;1854
258683;445725;343669;323
101244;108354;233247;369
145004;445442;169651;1651
273850;148080;336571;1196
233325;232526;108354;320
210713;227597;393738;2452
272674;444270;429583;1876
131998;322271;169911;1816
312849;447085;221807;440
343873;444270;469137;465
221592;329560;153170;1735
309109;329462;248074;1096
233655;178335;130986;565
115656;271717;136901;505
269869;489060;373749;666
353599;364057;188425;767
334027;248074;449748;1359
345992;240972;369522;2208
422353;130986;401118;2173
219247;230277;245402;2467
247300;449221;343383;1231
102536;482442;223478;1230
198467;223478;465902;1510
387267;373749;210592;1752
493272;136419;254157;846
239006;448837;178874;1757
466663;393738;457801;775
